filter_method,classifier,accuracy,precision,recall,F1,MCC,Balanced_accuracy,total_time,features
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,2.2685792446136475,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.7494468688964844,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,2.055867910385132,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.7048442363739014,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.3913772106170654,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.4481630325317383,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.5363452434539795,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.5677158832550049,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.212759256362915,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.5884952545166016,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.1732280254364014,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.35782504081726074,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.1130743026733398,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.4044985771179199,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.0235965251922607,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.5081305503845215,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.0637898445129395,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.3378632068634033,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,0.9629549980163574,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.27793264389038086,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.1626229286193848,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.27156925201416016,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,0.9001786708831787,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.21653294563293457,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,0.941591739654541,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.21595549583435059,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,1.1631741523742676,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.33911991119384766,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,svm,0.9480580252690688,0.7681824520946577,0.786642813627177,0.7771336053868743,0.9040074792115378,0.786642813627177,0.8971402645111084,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
ANOVA,knn,0.9513336452971455,0.8839039323135142,0.8439865484184533,0.8582328732378643,0.9095785565638915,0.8439865484184533,0.21857380867004395,"['meanX', 'meanX2', 'meanZ2', 'maxX2', 'maxZ2', 'minX2']"
